transcript,moduleColor,cluster_id
AT2G34790.1,brown,3A
AT2G34840.1,brown,3A
AT2G35680.1,brown,3A
AT2G36240.1,brown,3A
AT2G36380.1,brown,3A
AT2G36460.1,brown,3A
AT2G36460.3,brown,3A
AT2G37110.1,brown,3A
AT2G37130.1,brown,3A
AT2G37220.1,brown,3A
AT2G37480.1,brown,3A
AT2G37940.1,brown,3A
AT2G38290.1,brown,3A
AT2G38470.1,brown,3A
AT2G38670.1,brown,3A
AT2G39290.1,brown,3A
AT2G39750.1,brown,3A
AT2G39900.1,brown,3A
AT2G40060.1,brown,3A
AT2G40070.1,brown,3A
AT2G40840.1,brown,3A
AT2G41560.4,brown,3A
AT2G42200.1,brown,3A
AT2G42310.1,brown,3A
AT2G42390.1,brown,3A
AT2G42530.1,brown,3A
AT2G42540.2,brown,3A
AT2G42670.1,brown,3A
AT2G42670.2,brown,3A
AT2G42790.1,brown,3A
AT2G42890.1,brown,3A
AT2G43350.1,brown,3A
AT2G43360.1,brown,3A
AT2G43420.1,brown,3A
AT2G43520.1,brown,3A
AT2G43590.1,brown,3A
AT2G43850.1,brown,3A
AT2G43940.1,brown,3A
AT2G44360.1,brown,3A
AT2G44610.1,brown,3A
AT2G44770.1,brown,3A
AT2G45010.1,brown,3A
AT2G45200.1,brown,3A
AT2G45510.1,brown,3A
AT2G45850.1,brown,3A
AT2G45850.3,brown,3A
AT2G46100.1,brown,3A
AT2G46110.1,brown,3A
AT2G46240.1,brown,3A
AT2G46370.2,brown,3A
AT2G46620.1,brown,3A
AT2G46870.1,brown,3A
AT2G47320.1,brown,3A
AT2G47650.1,brown,3A
AT3G01290.1,brown,3A
AT3G01310.1,brown,3A
AT3G01310.2,brown,3A
AT3G01485.1,brown,3A
AT3G01720.1,brown,3A
AT3G01850.2,brown,3A
AT3G02180.1,brown,3A
AT3G02570.1,brown,3A
AT3G03105.1,brown,3A
AT3G03330.1,brown,3A
AT3G03590.1,brown,3A
AT3G04720.1,brown,3A
AT3G05290.1,brown,3A
AT3G05640.1,brown,3A
AT3G05660.1,brown,3A
AT3G05800.1,brown,3A
AT3G05880.1,brown,3A
AT3G06450.1,brown,3A
AT3G06483.1,brown,3A
AT3G06580.1,brown,3A
AT3G07080.1,brown,3A
AT3G07390.1,brown,3A
AT3G07525.1,brown,3A
AT3G07560.1,brown,3A
AT3G07690.2,brown,3A
AT3G08760.1,brown,3A
AT3G08780.1,brown,3A
AT3G08880.1,brown,3A
AT3G09050.1,brown,3A
AT3G09055.1,brown,3A
AT3G09735.1,brown,3A
AT3G09840.1,brown,3A
AT3G10300.3,brown,3A
AT3G10370.1,brown,3A
AT3G10850.1,brown,3A
AT3G11270.1,brown,3A
AT3G11810.1,brown,3A
AT3G11820.2,brown,3A
AT3G11850.2,brown,3A
AT3G11930.1,brown,3A
AT3G12120.1,brown,3A
AT3G12490.1,brown,3A
AT3G12490.2,brown,3A
AT3G12620.1,brown,3A
AT3G12740.1,brown,3A
AT3G12760.1,brown,3A
AT3G13050.1,brown,3A
AT3G13060.2,brown,3A
AT3G13175.1,brown,3A
AT3G13240.1,brown,3A
AT3G13710.1,brown,3A
AT3G14050.1,brown,3A
AT3G14130.1,brown,3A
AT3G14180.1,brown,3A
AT3G14310.1,brown,3A
AT3G14370.1,brown,3A
AT3G14430.1,brown,3A
AT3G15110.1,brown,3A
AT3G15355.1,brown,3A
AT3G15360.1,brown,3A
AT3G15620.1,brown,3A
AT3G15630.1,brown,3A
AT3G15690.2,brown,3A
AT3G15710.1,brown,3A
AT3G15730.1,brown,3A
AT3G16180.1,brown,3A
AT3G16190.1,brown,3A
AT3G16510.1,brown,3A
AT3G16565.2,brown,3A
AT3G16640.1,brown,3A
AT3G16670.1,brown,3A
AT3G16740.1,brown,3A
AT3G16770.1,brown,3A
AT3G17020.1,brown,3A
AT3G17365.1,brown,3A
AT3G17410.1,brown,3A
AT3G18080.1,brown,3A
AT3G18140.1,brown,3A
AT3G18440.1,brown,3A
AT3G18830.1,brown,3A
AT3G19010.1,brown,3A
AT3G19520.2,brown,3A
AT3G20015.1,brown,3A
AT3G20240.1,brown,3A
AT3G20510.1,brown,3A
AT3G20920.1,brown,3A
AT3G21060.1,brown,3A
AT3G21610.1,brown,3A
AT3G21630.1,brown,3A
AT3G22125.1,brown,3A
AT3G22200.1,brown,3A
AT3G22240.1,brown,3A
AT3G23150.1,brown,3A
AT3G23280.2,brown,3A
AT3G23490.1,brown,3A
AT3G23660.1,brown,3A
AT3G25020.1,brown,3A
AT3G25150.1,brown,3A
AT3G25220.1,brown,3A
AT3G25400.1,brown,3A
AT3G25880.2,brown,3A
AT3G26090.1,brown,3A
AT3G26170.1,brown,3A
AT3G26180.1,brown,3A
AT3G26200.1,brown,3A
AT3G26210.1,brown,3A
AT3G26220.1,brown,3A
AT3G26395.1,brown,3A
AT3G26580.1,brown,3A
AT3G26612.1,brown,3A
AT3G26740.1,brown,3A
AT3G27310.1,brown,3A
AT3G27460.2,brown,3A
AT3G27880.1,brown,3A
AT3G28370.3,brown,3A
AT3G28690.2,brown,3A
AT3G28710.1,brown,3A
AT3G29270.1,brown,3A
AT3G32930.2,brown,3A
AT3G43440.1,brown,3A
AT3G44190.1,brown,3A
AT3G44798.1,brown,3A
AT3G44880.1,brown,3A
AT3G45040.1,brown,3A
AT3G45300.1,brown,3A
AT3G45640.1,brown,3A
AT3G45770.1,brown,3A
AT3G46000.1,brown,3A
AT3G46060.1,brown,3A
AT3G46440.1,brown,3A
AT3G46970.1,brown,3A
AT3G47160.1,brown,3A
AT3G47550.3,brown,3A
AT3G47800.1,brown,3A
AT3G47820.1,brown,3A
AT3G48115.2,brown,3A
AT3G48680.1,brown,3A
AT3G48890.1,brown,3A
AT3G48970.1,brown,3A
AT3G49110.1,brown,3A
AT3G49390.1,brown,3A
AT3G49550.1,brown,3A
AT3G49710.1,brown,3A
AT3G50000.1,brown,3A
AT3G50210.1,brown,3A
AT3G50500.1,brown,3A
AT3G50700.1,brown,3A
AT3G51260.1,brown,3A
AT3G51430.1,brown,3A
AT3G51440.1,brown,3A
AT3G51460.1,brown,3A
AT3G51520.1,brown,3A
AT3G52420.1,brown,3A
AT3G52500.1,brown,3A
AT3G52570.1,brown,3A
AT3G52710.1,brown,3A
AT3G52850.1,brown,3A
AT3G53180.1,brown,3A
AT3G53510.1,brown,3A
AT3G53670.1,brown,3A
AT3G53780.2,brown,3A
AT3G54250.1,brown,3A
AT3G54366.1,brown,3A
AT3G55005.1,brown,3A
AT3G55030.1,brown,3A
AT3G55270.1,brown,3A
AT3G55530.1,brown,3A
AT3G55646.1,brown,3A
AT3G55760.1,brown,3A
AT3G55830.1,brown,3A
AT3G56170.1,brown,3A
AT3G56680.1,brown,3A
AT3G56720.3,brown,3A
AT3G56750.1,brown,3A
AT3G57090.1,brown,3A
AT3G57280.1,brown,3A
AT3G57410.9,brown,3A
AT3G57430.1,brown,3A
AT3G57930.1,brown,3A
AT3G58460.1,brown,3A
AT3G58570.1,brown,3A
AT3G58710.1,brown,3A
AT3G58730.1,brown,3A
AT3G58750.1,brown,3A
AT3G58970.1,brown,3A
AT3G59350.1,brown,3A
AT3G59350.2,brown,3A
AT3G59920.1,brown,3A
AT3G60190.1,brown,3A
AT3G60200.1,brown,3A
AT3G60300.1,brown,3A
AT3G60530.1,brown,3A
AT3G61160.1,brown,3A
AT3G61960.1,brown,3A
AT3G62060.1,brown,3A
AT3G62290.1,brown,3A
AT3G62370.1,brown,3A
AT3G62550.1,brown,3A
AT3G62690.1,brown,3A
AT3G62750.1,brown,3A
AT3G63080.1,brown,3A
AT3G63210.1,brown,3A
AT4G00752.1,brown,3A
AT4G01040.1,brown,3A
AT4G01550.1,brown,3A
AT4G01610.2,brown,3A
AT4G01670.1,brown,3A
AT4G01810.1,brown,3A
AT4G01935.1,brown,3A
AT4G02340.1,brown,3A
AT4G02370.1,brown,3A
AT4G02550.2,brown,3A
AT4G02610.1,brown,3A
AT4G03030.1,brown,3A
AT4G03520.1,brown,3A
AT4G04330.1,brown,3A
AT4G04614.1,brown,3A
AT4G04860.1,brown,3A
AT4G04910.1,brown,3A
AT4G05120.1,brown,3A
AT4G05160.1,brown,3A
AT4G06744.1,brown,3A
AT4G07390.1,brown,3A
AT4G08785.2,brown,3A
AT4G09500.2,brown,3A
AT4G09810.1,brown,3A
AT4G09830.1,brown,3A
AT4G09900.1,brown,3A
AT4G10000.2,brown,3A
AT4G10110.1,brown,3A
AT4G10730.2,brown,3A
AT4G11260.1,brown,3A
AT4G11360.1,brown,3A
AT4G11600.1,brown,3A
AT4G11850.1,brown,3A
AT4G12070.1,brown,3A
AT4G13110.1,brown,3A
AT4G13640.2,brown,3A
AT4G13810.1,brown,3A
AT4G13840.1,brown,3A
AT4G13918.1,brown,3A
AT4G14230.1,brown,3A
AT4G14270.1,brown,3A
AT4G14716.1,brown,3A
AT4G14800.1,brown,3A
AT4G15470.1,brown,3A
AT4G15780.1,brown,3A
AT4G16150.1,brown,3A
AT4G16180.2,brown,3A
AT4G16190.1,brown,3A
AT4G16210.1,brown,3A
AT4G16330.1,brown,3A
AT4G16442.1,brown,3A
AT4G16890.1,brown,3A
AT4G17098.1,brown,3A
AT4G17100.1,brown,3A
AT4G17230.1,brown,3A
AT4G17240.1,brown,3A
AT4G17270.1,brown,3A
AT4G17370.1,brown,3A
AT4G17730.1,brown,3A
AT4G18880.1,brown,3A
AT4G19120.1,brown,3A
AT4G19410.1,brown,3A
AT4G19880.1,brown,3A
AT4G20110.1,brown,3A
AT4G21215.2,brown,3A
AT4G21380.1,brown,3A
AT4G21570.1,brown,3A
AT4G21980.1,brown,3A
AT4G22300.1,brown,3A
AT4G22540.5,brown,3A
AT4G23710.1,brown,3A
AT4G24220.1,brown,3A
AT4G24220.2,brown,3A
AT4G24690.1,brown,3A
AT4G24990.1,brown,3A
AT4G25170.1,brown,3A
AT4G25360.1,brown,3A
AT4G25500.3,brown,3A
AT4G25515.1,brown,3A
AT4G25900.1,brown,3A
AT4G25970.1,brown,3A
AT4G26060.1,brown,3A
AT4G26080.1,brown,3A
AT4G26400.2,brown,3A
AT4G26550.1,brown,3A
AT4G26670.1,brown,3A
AT4G26980.1,brown,3A
AT4G27620.2,brown,3A
AT4G27745.1,brown,3A
AT4G27880.1,brown,3A
AT4G28540.1,brown,3A
AT4G28640.1,brown,3A
AT4G30360.1,brown,3A
AT4G30390.1,brown,3A
AT4G30550.1,brown,3A
AT4G30600.1,brown,3A
AT4G30650.1,brown,3A
AT4G30660.1,brown,3A
AT4G30710.1,brown,3A
AT4G31050.1,brown,3A
AT4G31170.1,brown,3A
AT4G31340.1,brown,3A
AT4G31420.1,brown,3A
AT4G31510.1,brown,3A
AT4G31550.2,brown,3A
AT4G32060.1,brown,3A
AT4G32150.1,brown,3A
AT4G32340.1,brown,3A
AT4G32460.1,brown,3A
AT4G33300.2,brown,3A
AT4G33360.1,brown,3A
AT4G33430.1,brown,3A
AT4G33490.2,brown,3A
AT4G33910.1,brown,3A
AT4G33940.1,brown,3A
AT4G33945.1,brown,3A
AT4G33960.1,brown,3A
AT4G34180.1,brown,3A
AT4G34412.1,brown,3A
AT4G34450.1,brown,3A
AT4G34960.1,brown,3A
AT4G35220.1,brown,3A
AT4G35310.1,brown,3A
AT4G35480.1,brown,3A
AT4G35580.1,brown,3A
AT4G35790.2,brown,3A
AT4G36760.1,brown,3A
AT4G37480.1,brown,3A
AT4G38090.1,brown,3A
AT4G38500.1,brown,3A
AT4G38540.1,brown,3A
AT4G38550.1,brown,3A
AT4G38552.1,brown,3A
AT4G38580.2,brown,3A
AT4G38800.1,brown,3A
AT4G38920.1,brown,3A
AT4G39090.1,brown,3A
AT4G39980.1,brown,3A
AT4G40040.1,brown,3A
AT5G01095.1,brown,3A
AT5G01200.1,brown,3A
AT5G01210.1,brown,3A
AT5G01215.1,brown,3A
AT5G01215.2,brown,3A
AT5G01800.1,brown,3A
AT5G02100.1,brown,3A
AT5G02150.2,brown,3A
AT5G02150.3,brown,3A
AT5G02750.1,brown,3A
AT5G03240.1,brown,3A
AT5G03460.1,brown,3A
AT5G03585.1,brown,3A
AT5G04170.1,brown,3A
AT5G04260.1,brown,3A
AT5G04375.1,brown,3A
AT5G04720.1,brown,3A
AT5G04770.1,brown,3A
AT5G04850.1,brown,3A
AT5G04910.1,brown,3A
AT5G05110.1,brown,3A
AT5G05200.1,brown,3A
AT5G06140.1,brown,3A
AT5G06240.1,brown,3A
AT5G06260.1,brown,3A
AT5G06560.1,brown,3A
AT5G06690.1,brown,3A
AT5G07610.1,brown,3A
AT5G07620.1,brown,3A
AT5G07960.1,brown,3A
AT5G08000.1,brown,3A
AT5G08100.1,brown,3A
AT5G08120.1,brown,3A
AT5G08410.2,brown,3A
AT5G08510.1,brown,3A
AT5G08770.1,brown,3A
AT5G09220.1,brown,3A
AT5G09225.1,brown,3A
AT5G09400.1,brown,3A
AT5G10190.1,brown,3A
AT5G10380.1,brown,3A
AT5G10695.1,brown,3A
AT5G10780.1,brown,3A
AT5G10790.1,brown,3A
AT5G10860.1,brown,3A
AT5G11490.1,brown,3A
AT5G11550.1,brown,3A
AT5G11610.1,brown,3A
AT5G11670.1,brown,3A
AT5G11720.1,brown,3A
AT5G11730.1,brown,3A
AT5G12210.1,brown,3A
AT5G12390.1,brown,3A
AT5G13500.1,brown,3A
AT5G13800.1,brown,3A
AT5G14030.1,brown,3A
AT5G14270.3,brown,3A
AT5G14780.1,brown,3A
AT5G14920.1,brown,3A
AT5G14930.2,brown,3A
AT5G14940.1,brown,3A
AT5G14960.1,brown,3A
AT5G15080.1,brown,3A
AT5G15260.1,brown,3A
AT5G15970.1,brown,3A
AT5G16380.1,brown,3A
AT5G16450.1,brown,3A
AT5G16480.1,brown,3A
AT5G16510.2,brown,3A
AT5G16660.1,brown,3A
AT5G16880.2,brown,3A
AT5G17190.1,brown,3A
AT5G17610.1,brown,3A
AT5G17840.1,brown,3A
AT5G18130.1,brown,3A
AT5G18210.1,brown,3A
AT5G18540.1,brown,3A
AT5G18640.1,brown,3A
AT5G18680.1,brown,3A
AT5G18940.1,brown,3A
AT5G19020.1,brown,3A
AT5G19540.2,brown,3A
AT5G19780.1,brown,3A
AT5G20350.1,brown,3A
AT5G20520.1,brown,3A
AT5G20900.1,brown,3A
AT5G22270.1,brown,3A
AT5G23210.1,brown,3A
AT5G23575.1,brown,3A
AT5G24460.1,brown,3A
AT5G24610.1,brown,3A
AT5G25210.1,brown,3A
AT5G25250.1,brown,3A
AT5G26040.2,brown,3A
AT5G26220.1,brown,3A
AT5G26230.1,brown,3A
AT5G26940.4,brown,3A
AT5G27280.1,brown,3A
AT5G27380.1,brown,3A
AT5G27430.1,brown,3A
AT5G27520.1,brown,3A
AT5G27720.1,brown,3A
AT5G27840.1,brown,3A
AT5G28040.2,brown,3A
AT5G28830.1,brown,3A
AT5G35080.1,brown,3A
AT5G35360.1,brown,3A
AT5G35730.1,brown,3A
AT5G35735.1,brown,3A
AT5G35753.1,brown,3A
AT5G36230.1,brown,3A
AT5G37480.1,brown,3A
AT5G37600.1,brown,3A
AT5G37780.1,brown,3A
AT5G38510.1,brown,3A
AT5G39030.1,brown,3A
AT5G39050.1,brown,3A
AT5G39450.1,brown,3A
AT5G39610.1,brown,3A
AT5G39760.1,brown,3A
AT5G40300.1,brown,3A
AT5G40780.1,brown,3A
AT5G41560.1,brown,3A
AT5G41700.1,brown,3A
AT5G41920.1,brown,3A
AT5G41990.1,brown,3A
AT5G42090.1,brown,3A
AT5G42092.1,brown,3A
AT5G42420.1,brown,3A
AT5G42520.1,brown,3A
AT5G42820.1,brown,3A
AT5G43060.1,brown,3A
AT5G43430.4,brown,3A
AT5G43670.1,brown,3A
AT5G44005.1,brown,3A
AT5G44210.1,brown,3A
AT5G44340.1,brown,3A
AT5G44569.1,brown,3A
AT5G44910.1,brown,3A
AT5G45130.1,brown,3A
AT5G45290.1,brown,3A
AT5G45550.1,brown,3A
AT5G46030.1,brown,3A
AT5G46180.1,brown,3A
AT5G46190.3,brown,3A
AT5G46250.1,brown,3A
AT5G46520.2,brown,3A
AT5G46600.1,brown,3A
AT5G46860.1,brown,3A
AT5G47070.1,brown,3A
AT5G47120.1,brown,3A
AT5G47230.1,brown,3A
AT5G47520.1,brown,3A
AT5G47750.1,brown,3A
AT5G47860.1,brown,3A
AT5G48320.1,brown,3A
AT5G48370.1,brown,3A
AT5G48412.1,brown,3A
AT5G48810.1,brown,3A
AT5G49015.2,brown,3A
AT5G49650.1,brown,3A
AT5G49980.1,brown,3A
AT5G50010.1,brown,3A
AT5G50150.1,brown,3A
AT5G50180.1,brown,3A
AT5G50450.1,brown,3A
AT5G51070.1,brown,3A
AT5G51430.1,brown,3A
AT5G51640.1,brown,3A
AT5G52240.1,brown,3A
AT5G52310.1,brown,3A
AT5G52370.1,brown,3A
AT5G52860.1,brown,3A
AT5G53450.1,brown,3A
AT5G54850.1,brown,3A
AT5G54940.2,brown,3A
AT5G54970.1,brown,3A
AT5G54980.1,brown,3A
AT5G55460.1,brown,3A
AT5G55530.1,brown,3A
AT5G55710.1,brown,3A
AT5G55940.1,brown,3A
AT5G56190.2,brown,3A
AT5G56270.1,brown,3A
AT5G56350.1,brown,3A
AT5G56660.1,brown,3A
AT5G57080.1,brown,3A
AT5G57123.1,brown,3A
AT5G57230.1,brown,3A
AT5G57440.1,brown,3A
AT5G57580.1,brown,3A
AT5G57630.1,brown,3A
AT5G57815.1,brown,3A
AT5G57830.1,brown,3A
AT5G57850.1,brown,3A
AT5G58290.1,brown,3A
AT5G58375.1,brown,3A
AT5G58600.1,brown,3A
AT5G58670.1,brown,3A
AT5G58787.1,brown,3A
AT5G59250.1,brown,3A
AT5G59540.1,brown,3A
AT5G59540.2,brown,3A
AT5G60360.1,brown,3A
AT5G60360.2,brown,3A
AT5G60620.1,brown,3A
AT5G61360.1,brown,3A
AT5G61370.1,brown,3A
AT5G61500.1,brown,3A
AT5G61530.1,brown,3A
AT5G61580.1,brown,3A
AT5G61810.1,brown,3A
AT5G62360.1,brown,3A
AT5G62580.2,brown,3A
AT5G62740.1,brown,3A
AT5G63030.1,brown,3A
AT5G63650.1,brown,3A
AT5G63810.1,brown,3A
AT5G63840.1,brown,3A
AT5G63860.1,brown,3A
AT5G63880.1,brown,3A
AT5G63910.1,brown,3A
AT5G64250.2,brown,3A
AT5G64370.1,brown,3A
AT5G64430.1,brown,3A
AT5G64560.1,brown,3A
AT5G64640.1,brown,3A
AT5G64813.3,brown,3A
AT5G64860.1,brown,3A
AT5G65575.2,brown,3A
AT5G65640.1,brown,3A
AT5G65710.1,brown,3A
AT5G65760.1,brown,3A
AT5G66140.1,brown,3A
AT5G66380.1,brown,3A
AT5G66680.1,brown,3A
AT5G66790.1,brown,3A
AT5G66880.2,brown,3A
AT5G67020.1,brown,3A
AT5G67488.2,brown,3A
AT1G01050.1,green,4A
AT1G01790.1,green,4A
AT1G02850.1,green,4A
AT1G02970.1,green,4A
AT1G04010.1,green,4A
AT1G04120.1,green,4A
AT1G04290.1,green,4A
AT1G04620.1,green,4A
AT1G04710.1,green,4A
AT1G05540.1,green,4A
AT1G06180.1,green,4A
AT1G06240.1,green,4A
AT1G06820.1,green,4A
AT1G07220.1,green,4A
AT1G09467.1,green,4A
AT1G09660.1,green,4A
AT1G10730.1,green,4A
AT1G10960.1,green,4A
AT1G11130.1,green,4A
AT1G11730.1,green,4A
AT1G11780.1,green,4A
AT1G11790.1,green,4A
AT1G11860.1,green,4A
AT1G11860.2,green,4A
AT1G11990.2,green,4A
AT1G14560.1,green,4A
AT1G15100.1,green,4A
AT1G15470.1,green,4A
AT1G15750.4,green,4A
AT1G15810.1,green,4A
AT1G16500.1,green,4A
AT1G16680.1,green,4A
AT1G16750.1,green,4A
AT1G16880.1,green,4A
AT1G16890.3,green,4A
AT1G17100.1,green,4A
AT1G17720.1,green,4A
AT1G17744.1,green,4A
AT1G17745.1,green,4A
AT1G18710.1,green,4A
AT1G18730.1,green,4A
AT1G18730.3,green,4A
AT1G19570.1,green,4A
AT1G20160.1,green,4A
AT1G20380.1,green,4A
AT1G20870.1,green,4A
AT1G21460.1,green,4A
AT1G23190.1,green,4A
AT1G24020.1,green,4A
AT1G24070.1,green,4A
AT1G25250.3,green,4A
AT1G26770.1,green,4A
AT1G27360.1,green,4A
AT1G27660.1,green,4A
AT1G27680.1,green,4A
AT1G28570.1,green,4A
AT1G28600.1,green,4A
AT1G28685.1,green,4A
AT1G29120.1,green,4A
AT1G29120.2,green,4A
AT1G29300.1,green,4A
AT1G29950.1,green,4A
AT1G30110.1,green,4A
AT1G30320.1,green,4A
AT1G31690.1,green,4A
AT1G31800.1,green,4A
AT1G32470.1,green,4A
AT1G33470.1,green,4A
AT1G43900.1,green,4A
AT1G44100.1,green,4A
AT1G45207.3,green,4A
AT1G47240.1,green,4A
AT1G47870.1,green,4A
AT1G49010.1,green,4A
AT1G49670.1,green,4A
AT1G49740.1,green,4A
AT1G50420.1,green,4A
AT1G51070.1,green,4A
AT1G51140.1,green,4A
AT1G51350.1,green,4A
AT1G52040.1,green,4A
AT1G52342.1,green,4A
AT1G52590.1,green,4A
AT1G53280.1,green,4A
AT1G53801.1,green,4A
AT1G54220.1,green,4A
AT1G54260.1,green,4A
AT1G55210.1,green,4A
AT1G55320.1,green,4A
AT1G55850.1,green,4A
AT1G55910.1,green,4A
AT1G56080.1,green,4A
AT1G56190.1,green,4A
AT1G56510.1,green,4A
AT1G56660.1,green,4A
AT1G58110.2,green,4A
AT1G58602.1,green,4A
AT1G58602.2,green,4A
AT1G59720.1,green,4A
AT1G59740.1,green,4A
AT1G60260.1,green,4A
AT1G60590.1,green,4A
AT1G60710.1,green,4A
AT1G60890.1,green,4A
AT1G61740.1,green,4A
AT1G61890.1,green,4A
AT1G62780.1,green,4A
AT1G62870.1,green,4A
AT1G63700.1,green,4A
AT1G64060.1,green,4A
AT1G64330.1,green,4A
AT1G64390.1,green,4A
AT1G64680.1,green,4A
AT1G64950.1,green,4A
AT1G65190.1,green,4A
AT1G65560.1,green,4A
AT1G65840.1,green,4A
AT1G65890.1,green,4A
AT1G65900.1,green,4A
AT1G67360.2,green,4A
AT1G67490.1,green,4A
AT1G68470.1,green,4A
AT1G68600.1,green,4A
AT1G68710.1,green,4A
AT1G69060.1,green,4A
AT1G69080.1,green,4A
AT1G69523.1,green,4A
AT1G69800.1,green,4A
AT1G69870.1,green,4A
AT1G70410.2,green,4A
AT1G70730.1,green,4A
AT1G70780.1,green,4A
AT1G73600.1,green,4A
AT1G74160.1,green,4A
AT1G74310.1,green,4A
AT1G74880.1,green,4A
AT1G75270.1,green,4A
AT1G75710.1,green,4A
AT1G76380.2,green,4A
AT1G76420.1,green,4A
AT1G76620.1,green,4A
AT1G76730.1,green,4A
AT1G77260.1,green,4A
AT1G77400.1,green,4A
AT1G77810.2,green,4A
AT1G78010.1,green,4A
AT1G78020.1,green,4A
AT1G78030.1,green,4A
AT1G79050.1,green,4A
AT1G79110.1,green,4A
AT1G79230.1,green,4A
AT1G79550.2,green,4A
AT1G79610.1,green,4A
AT1G80850.1,green,4A
AT1G80910.1,green,4A
AT2G01260.1,green,4A
AT2G01290.1,green,4A
AT2G01670.1,green,4A
AT2G02060.1,green,4A
AT2G02800.1,green,4A
AT2G03090.1,green,4A
AT2G03420.1,green,4A
AT2G03480.3,green,4A
AT2G04039.2,green,4A
AT2G04160.1,green,4A
AT2G04740.1,green,4A
AT2G04955.1,green,4A
AT2G09660.1,green,4A
AT2G12462.1,green,4A
AT2G12550.1,green,4A
AT2G14285.1,green,4A
AT2G15580.2,green,4A
AT2G15580.3,green,4A
AT2G16365.5,green,4A
AT2G17280.1,green,4A
AT2G17340.1,green,4A
AT2G17695.1,green,4A
AT2G17800.1,green,4A
AT2G18230.1,green,4A
AT2G18790.1,green,4A
AT2G18940.1,green,4A
AT2G19170.1,green,4A
AT2G19470.1,green,4A
AT2G19860.1,green,4A
AT2G20240.1,green,4A
AT2G20340.1,green,4A
AT2G20410.2,green,4A
AT2G21970.1,green,4A
AT2G22420.1,green,4A
AT2G23010.1,green,4A
AT2G23340.1,green,4A
AT2G23390.1,green,4A
AT2G23430.1,green,4A
AT2G23460.1,green,4A
AT2G23590.1,green,4A
AT2G23910.1,green,4A
AT2G24280.1,green,4A
AT2G25570.1,green,4A
AT2G25620.1,green,4A
AT2G25740.1,green,4A
AT2G25830.1,green,4A
AT2G25930.1,green,4A
AT2G26770.1,green,4A
AT2G26840.1,green,4A
AT2G28140.1,green,4A
AT2G31160.1,green,4A
AT2G31280.1,green,4A
AT2G31560.2,green,4A
AT2G32240.1,green,4A
AT2G32290.1,green,4A
AT2G32430.1,green,4A
AT2G32990.1,green,4A
AT2G33240.2,green,4A
AT2G33380.1,green,4A
AT2G33480.1,green,4A
AT2G35130.3,green,4A
AT2G35370.1,green,4A
AT2G35390.2,green,4A
AT2G35410.1,green,4A
AT2G35760.1,green,4A
AT2G35830.1,green,4A
AT2G35830.2,green,4A
AT2G36800.1,green,4A
AT2G36835.1,green,4A
AT2G36885.1,green,4A
AT2G37390.1,green,4A
AT2G37630.1,green,4A
AT2G37760.2,green,4A
AT2G38230.1,green,4A
AT2G39220.1,green,4A
AT2G39700.1,green,4A
AT2G39710.1,green,4A
AT2G40100.1,green,4A
AT2G40480.1,green,4A
AT2G40670.1,green,4A
AT2G41000.1,green,4A
AT2G42230.2,green,4A
AT2G43235.1,green,4A
AT2G44300.1,green,4A
AT2G44600.1,green,4A
AT2G44830.2,green,4A
AT2G45080.1,green,4A
AT2G45310.1,green,4A
AT2G45740.1,green,4A
AT2G45900.1,green,4A
AT2G46080.1,green,4A
AT2G46320.1,green,4A
AT2G46420.1,green,4A
AT2G47010.1,green,4A
AT2G47260.1,green,4A
AT2G47590.1,green,4A
AT2G47710.1,green,4A
AT2G47800.1,green,4A
AT3G01435.1,green,4A
AT3G01500.2,green,4A
AT3G01500.4,green,4A
AT3G02050.1,green,4A
AT3G02690.1,green,4A
AT3G02830.1,green,4A
AT3G02930.1,green,4A
AT3G03250.1,green,4A
AT3G03360.1,green,4A
AT3G04620.1,green,4A
AT3G04790.1,green,4A
AT3G05180.1,green,4A
AT3G05625.1,green,4A
AT3G06035.1,green,4A
AT3G06400.2,green,4A
AT3G06510.1,green,4A
AT3G06520.2,green,4A
AT3G07190.1,green,4A
AT3G07200.1,green,4A
AT3G07720.1,green,4A
AT3G08000.1,green,4A
AT3G08590.1,green,4A
AT3G08950.1,green,4A
AT3G09350.1,green,4A
AT3G09455.1,green,4A
AT3G09650.1,green,4A
AT3G09710.1,green,4A
AT3G09810.1,green,4A
AT3G09970.1,green,4A
AT3G10150.1,green,4A
AT3G10160.1,green,4A
AT3G10525.1,green,4A
AT3G10840.1,green,4A
AT3G10940.1,green,4A
AT3G11170.1,green,4A
AT3G11210.1,green,4A
AT3G11397.1,green,4A
AT3G11720.1,green,4A
AT3G11945.1,green,4A
AT3G12010.1,green,4A
AT3G12050.1,green,4A
AT3G12780.1,green,4A
AT3G13226.1,green,4A
AT3G13670.1,green,4A
AT3G13730.1,green,4A
AT3G13870.1,green,4A
AT3G14420.1,green,4A
AT3G14420.6,green,4A
AT3G14720.1,green,4A
AT3G14870.2,green,4A
AT3G15090.1,green,4A
AT3G15650.1,green,4A
AT3G16250.1,green,4A
AT3G16560.1,green,4A
AT3G16910.1,green,4A
AT3G17611.1,green,4A
AT3G17930.1,green,4A
AT3G18110.1,green,4A
AT3G19080.4,green,4A
AT3G19100.1,green,4A
AT3G20620.1,green,4A
AT3G20790.1,green,4A
AT3G21160.1,green,4A
AT3G21190.1,green,4A
AT3G21240.1,green,4A
